pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439174869,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1925745905
3,0,0,1,0,,,1.9285118944,,,,1.9267916698,
4,0.1955484897,0.1717011129,0.5103338633,0.1224165342,-0.40876399,-0.5941663281,0.9580251747,-0.835834851,-0.4104842146,-0.5958865527,0.95630495,-0.8375550756
5,0.2416534181,0.4069952305,0.1852146264,0.166136725,-0.1033509819,0.6509461698,-0.5042181678,-0.3952622596,-0.1050712065,0.6492259452,-0.5059383924,-0.3969824842
6,0.0961844197,0.2925278219,0.4523052464,0.1589825119,-1.4324152581,0.1745081258,0.7838805298,-0.4587652019,-1.4341354827,0.1727879012,0.7821603052,-0.4604854266
7,0.1891891892,0.279809221,0.3950715421,0.1359300477,-0.456460732,0.1103777884,0.5886977291,-0.6847688768,-0.4581809566,0.1086575638,0.5869775045,-0.6864891014
8,0.220190779,0.3457869634,0.2360890302,0.1979332273,-0.2375363293,0.4158177605,-0.1540851917,-0.1426194596,-0.2392565539,0.4140975359,-0.1558054163,-0.1443396843
9,0.1152623211,0.3545310016,0.4054054054,0.1248012719,-1.1713694053,0.4518460697,0.6259491244,-0.8080006428,-1.1730896299,0.4501258451,0.6242288998,-0.8097208674
10,0.2074721781,0.2885532591,0.3330683625,0.1709062003,-0.3233724988,0.1547719078,0.3424021212,-0.3544285421,-0.3250927234,0.1530516832,0.3406818966,-0.3561487667
11,0.2392686804,0.2965023847,0.2225755167,0.2416534181,-0.1176588186,0.19397799,-0.2391212955,0.1453061217,-0.1193790432,0.1922577654,-0.2408415201,0.1435858971
12,0.1391096979,0.3346581876,0.3926868045,0.13354531,-0.9000673835,0.3686225929,0.5799629191,-0.7103039689,-0.9017876081,0.3669023682,0.5782426945,-0.7120241936
13,0.2098569157,0.2655007949,0.3728139905,0.1518282989,-0.306884376,0.0346504623,0.5050398001,-0.5251925637,-0.3086046006,0.0329302376,0.5033195754,-0.5269127883
14,0.2464228935,0.2655007949,0.247217806,0.2408585056,-0.0751540901,0.0346504623,-0.0876335423,0.1405525918,-0.0768743147,0.0329302376,-0.0893537669,0.1388323671
15,0.1367249603,0.2965023847,0.4364069952,0.1303656598,-0.9250137406,0.19397799,0.7322580265,-0.7450693871,-0.9267339652,0.1922577654,0.7305378019,-0.7467896117
16,0.2122416534,0.2893481717,0.3457869634,0.1526232114,-0.2905825636,0.15874081,0.3964672783,-0.517658891,-0.2923027883,0.1570205854,0.3947470537,-0.5193791156
17,0.2488076312,0.2623211447,0.2543720191,0.2344992051,-0.0612596484,0.017268384,-0.0464762176,0.1019497525,-0.062979873,0.0155481594,-0.0481964422,0.1002295279
18,0.126391097,0.3259141494,0.406200318,0.1414944356,-1.03839554,0.3304262693,0.6287751685,-0.6268879608,-1.0401157647,0.3287060447,0.6270549439,-0.6286081854
19,0.2042925278,0.3076311606,0.3314785374,0.1565977742,-0.3456539461,0.2471359259,0.335499261,-0.4805695723,-0.3473741707,0.2454157013,0.3337790364,-0.4822897969
20,0.2289348172,0.2615262321,0.2496025437,0.259936407,-0.1813534939,0.0128899435,-0.0737835636,0.2505254338,-0.1830737185,0.0111697189,-0.0755037882,0.2488052092
21,0.1295707472,0.3608903021,0.3839427663,0.1255961844,-1.0025503411,0.4774946571,0.5474750664,-0.7988406435,-1.0042705657,0.4757744325,0.5457548418,-0.8005608682
22,0.1923688394,0.3020667727,0.3553259141,0.1502384738,-0.4324152581,0.2208017781,0.4357267087,-0.5403789675,-0.4341354827,0.2190815535,0.4340064841,-0.5420991921
23,0.2249602544,0.2662957075,0.2511923688,0.2575516693,-0.2066202525,0.0389634551,-0.0646235643,0.2372286112,-0.2083404771,0.0372432305,-0.0663437889,0.2355083866
24,0.1184419714,0.3624801272,0.393481717,0.1255961844,-1.1321099749,0.483836184,0.5828804025,-0.7988406435,-1.1338301995,0.4821159593,0.5811601779,-0.8005608682
25,0.1963434022,0.3084260731,0.3561208267,0.1391096979,-0.4029112637,0.250859012,0.4389506096,-0.6514102799,-0.4046314884,0.2491387874,0.437230385,-0.6531305045
26,0.2289348172,0.2567567568,0.2424483307,0.2718600954,-0.1813534939,-0.0136634755,-0.11573888,0.3152311232,-0.1830737185,-0.0153837001,-0.1174591046,0.3135108986
27,0.1025437202,0.3561208267,0.3950715421,0.146263911,-1.3400512399,0.4583010918,0.5886977291,-0.5790594357,-1.3417714645,0.4565808672,0.5869775045,-0.5807796603
28,0.1915739269,0.2972972973,0.3362480127,0.1748807631,-0.4383891591,0.1978406297,0.3561095407,-0.3212616782,-0.4401093837,0.1961204051,0.354389316,-0.3229819028
29,0.2170111288,0.2758346582,0.2344992051,0.2726550079,-0.2585213544,0.0897380224,-0.1638331682,0.3194433745,-0.260241579,0.0880177978,-0.1655533928,0.3177231498
30,0.1089030207,0.3505564388,0.413354531,0.1271860095,-1.2532464124,0.4355810153,0.6539635006,-0.7806932968,-1.254966637,0.4338607907,0.652243276,-0.7824135214
31,0.1939586645,0.3060413355,0.3330683625,0.1669316375,-0.4205411578,0.2396608054,0.3424021212,-0.3883758741,-0.4222613824,0.2379405808,0.3406818966,-0.3900960987
32,0.2368839428,0.2655007949,0.2503974563,0.247217806,-0.1321099749,0.0346504623,-0.0691962941,0.1781493784,-0.1338301995,0.0329302376,-0.0709165187,0.1764291538
33,0.1112877583,0.3593004769,0.3990461049,0.1303656598,-1.2219954784,0.4711251322,0.6031392415,-0.7450693871,-1.223715703,0.4694049076,0.6014190169,-0.7467896117
34,0.1852146264,0.3179650238,0.3513513514,0.1454689984,-0.4870923507,0.2948023596,0.4194982469,-0.5869215534,-0.4888125753,0.2930821349,0.4177780223,-0.588641778
35,0.2281399046,0.2662957075,0.2424483307,0.2631160572,-0.1863715687,0.0389634551,-0.11573888,0.2680660151,-0.1880917933,0.0372432305,-0.1174591046,0.2663457905
