pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439575543,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1926146579
3,0,0,1,0,,,1.9285118944,,,,1.9268317371,
4,0.198757764,0.1358695652,0.5077639752,0.1576086957,-0.3852791666,-0.9318433896,0.9507418418,-0.4712861458,-0.3869593238,-0.9335235469,0.9490616845,-0.472966303
5,0.2709627329,0.4270186335,0.1622670807,0.1397515528,0.0618040596,0.720233307,-0.6950458516,-0.6447689666,0.0601239024,0.7185531497,-0.6967260089,-0.6464491239
6,0.1754658385,0.2406832298,0.3571428571,0.2267080745,-0.5651002041,-0.1069300962,0.4430850672,0.0532024959,-0.5667803614,-0.1086102534,0.44140491,0.0515223387
7,0.2507763975,0.2135093168,0.3788819876,0.1568322981,-0.0498888119,-0.279766693,0.5283323539,-0.4784105802,-0.0515689691,-0.2814468503,0.5266521966,-0.4800907375
8,0.2857142857,0.3043478261,0.2065217391,0.2034161491,0.1382827895,0.2316553427,-0.3471225482,-0.1031990614,0.1366026322,0.2299751854,-0.3488027055,-0.1048792187
9,0.1956521739,0.2934782609,0.3175465839,0.1933229814,-0.4079992431,0.1791879228,0.2735520492,-0.1766201309,-0.4096794003,0.1775077655,0.271871892,-0.1783002882
10,0.2507763975,0.2437888199,0.3315217391,0.1739130435,-0.0498888119,-0.0884337526,0.3356872759,-0.3292671409,-0.0515689691,-0.0901139098,0.3340071187,-0.3309472982
11,0.2616459627,0.2826086957,0.2119565217,0.2437888199,0.0113256146,0.1247401387,-0.3096478428,0.1579986859,0.0096454573,0.1230599815,-0.311328,0.1563185287
12,0.2220496894,0.2818322981,0.3074534161,0.1886645963,-0.2254078298,0.1207712365,0.2269516364,-0.2118095593,-0.2270879871,0.1190910793,0.2252714791,-0.2134897166
13,0.2709627329,0.2282608696,0.352484472,0.1482919255,0.0618040596,-0.1833821566,0.4241435036,-0.5591932349,0.0601239024,-0.1850623139,0.4224633463,-0.5608733922
14,0.2639751553,0.2414596273,0.2554347826,0.2391304348,0.0241117696,-0.1022837313,-0.04046121,0.1301644777,0.0224316123,-0.1039638886,-0.0421413672,0.1284843205
15,0.1645962733,0.2872670807,0.352484472,0.1956521739,-0.657358712,0.1483269591,0.4241435036,-0.1593421395,-0.6590388693,0.1466468018,0.4224633463,-0.1610222967
16,0.2461180124,0.25,0.3470496894,0.1568322981,-0.0769401364,-0.0521376233,0.4017260375,-0.4784105802,-0.0786202937,-0.0538177806,0.4000458802,-0.4800907375
17,0.2989130435,0.2686335404,0.2352484472,0.1972049689,0.203435469,0.0515737262,-0.1592310002,-0.1479373762,0.2017553117,0.0498935689,-0.1609111575,-0.1496175334
18,0.1847826087,0.3105590062,0.3167701863,0.1878881988,-0.4904614033,0.2608016883,0.2700203583,-0.2177588257,-0.4921415605,0.2591215311,0.268340201,-0.2194389829
19,0.2577639752,0.2616459627,0.3229813665,0.1576086957,-0.0102397352,0.0135502797,0.2980347344,-0.4712861458,-0.0119198925,0.0118701225,0.2963545772,-0.472966303
