pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.945204903,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1938620066
3,0,0,1,0,,,1.9285118944,,,,1.9280790859,
4,0.1986,0.1534,0.516,0.132,-0.3864247605,-0.7567672354,0.9739548652,-0.7270953501,-0.386857569,-0.7572000439,0.9735220567,-0.7275281587
5,0.2538,0.4308,0.1726,0.1428,-0.0325983142,0.7329525317,-0.605983736,-0.6136373004,-0.0330311227,0.7325197231,-0.6064165445,-0.6140701089
6,0.1316,0.2762,0.4012,0.191,-0.9801308943,0.0916476014,0.6109054055,-0.1940606415,-0.9805637028,0.0912147929,0.610472597,-0.19449345
7,0.2306,0.25,0.368,0.1514,-0.1708978703,-0.0521376233,0.4862895658,-0.5292680744,-0.1713306789,-0.0525704318,0.4858567573,-0.5297008829
8,0.2656,0.3318,0.2094,0.1932,0.0329647633,0.3562481681,-0.3271547582,-0.1775381856,0.0325319548,0.3558153596,-0.3275875667,-0.1779709941
9,0.1572,0.3264,0.3546,0.1618,-0.7236891657,0.3325753391,0.4327763358,-0.433421672,-0.7241219743,0.3321425306,0.4323435273,-0.4338544805
10,0.2262,0.2758,0.3342,0.1638,-0.198691454,0.0895567386,0.3472955329,-0.4156979227,-0.1991242625,0.0891239301,0.3468627244,-0.4161307313
11,0.2488,0.3118,0.204,0.2354,-0.0613038979,0.2665552098,-0.3648470483,0.1074810407,-0.0617367064,0.2661224013,-0.3652798568,0.1070482321
12,0.1616,0.3078,0.3578,0.1728,-0.6838631852,0.2479275134,0.4457371869,-0.3385300622,-0.6842959938,0.2474947049,0.4453043784,-0.3389628707
13,0.2444,0.247,0.3542,0.1544,-0.0870460982,-0.0695546764,0.4311480116,-0.5009605271,-0.0874789067,-0.0699874849,0.4307152031,-0.5013933356
14,0.2742,0.2446,0.245,0.2362,0.0789381878,-0.0836413144,-0.1006344512,0.112375685,0.0785053793,-0.0840741229,-0.1010672598,0.1119428765
15,0.153,0.2978,0.388,0.1612,-0.7627587304,0.2002780357,0.5626404519,-0.4387815359,-0.7631915389,0.1998452272,0.5622076434,-0.4392143444
16,0.229,0.2712,0.3574,0.1424,-0.180942785,0.0652914603,0.4441234339,-0.6176841334,-0.1813755935,0.0648586517,0.4436906254,-0.6181169419
17,0.2628,0.2676,0.2352,0.2344,0.0176748923,0.0460123978,-0.1595281403,0.10133929,0.0172420838,0.0455795892,-0.1599609488,0.1009064815
18,0.1638,0.3174,0.3602,0.1586,-0.6643550264,0.29223641,0.4553819808,-0.4622405087,-0.6647878349,0.2918036014,0.4549491723,-0.4626733172
19,0.2314,0.2818,0.3356,0.1512,-0.1659015189,0.1206058934,0.3533265153,-0.5311751402,-0.1663343274,0.1201730849,0.3528937068,-0.5316079487
20,0.266,0.2626,0.2282,0.2432,0.0351358624,0.018801198,-0.2031174088,0.1545099491,0.0347030539,0.0183683895,-0.2035502174,0.1540771405
21,0.1494,0.3224,0.3684,0.1598,-0.7971102352,0.3147860256,0.487856861,-0.4513658715,-0.7975430437,0.3143532171,0.4874240524,-0.45179868
22,0.2306,0.2778,0.3368,0.1548,-0.1708978703,0.0999808811,0.3584759379,-0.4972278082,-0.1713306789,0.0995480726,0.3580431294,-0.4976606168
23,0.2532,0.2734,0.2256,0.2478,-0.0360129786,0.0769475247,-0.2196491327,0.1815429078,-0.0364457871,0.0765147162,-0.2200819412,0.1811100992
24,0.1392,0.308,0.3864,0.1664,-0.8991311722,0.2488646327,0.5566788937,-0.3929778462,-0.8995639807,0.2484318242,0.5562460852,-0.3934106548
25,0.2226,0.2916,0.3326,0.1532,-0.2218367907,0.1699250014,0.3403719682,-0.5122169825,-0.2222695992,0.1694921929,0.3399391596,-0.512649791
26,0.2498,0.2608,0.2298,0.2596,-0.0555169064,0.0088781513,-0.1930374025,0.2486571036,-0.0559497149,0.0084453428,-0.193470211,0.2482242951
27,0.143,0.3178,0.3642,0.175,-0.8602752363,0.2940534065,0.4713147218,-0.3202783577,-0.8607080448,0.293620598,0.4708819133,-0.3207111662
28,0.2244,0.2868,0.3326,0.1562,-0.2102177074,0.1459793058,0.3403719682,-0.4842388262,-0.2106505159,0.1455464973,0.3399391596,-0.4846716348
29,0.2514,0.256,0.2222,0.2704,-0.0463057336,-0.017921908,-0.2415573837,0.3074618719,-0.0467385421,-0.0183547165,-0.2419901923,0.3070290634
30,0.1504,0.331,0.3614,0.1572,-0.7874858163,0.3527654988,0.4601803057,-0.4750320621,-0.7879186248,0.3523326903,0.4597474972,-0.4754648706
31,0.2112,0.2974,0.337,0.1544,-0.2976805486,0.1983389292,0.3593323909,-0.5009605271,-0.2981133572,0.1979061207,0.3588995824,-0.5013933356
32,0.244,0.2554,0.2302,0.2704,-0.0894092355,-0.0213071932,-0.190528367,0.3074618719,-0.0898420441,-0.0217400017,-0.1909611755,0.3070290634
33,0.1422,0.3256,0.3676,0.1646,-0.8683689184,0.3290349814,0.4847205662,-0.408668944,-0.8688017269,0.3286021729,0.4842877576,-0.4091017525
34,0.2202,0.2834,0.3448,0.1516,-0.2374759144,0.12877404,0.392343574,-0.5273635262,-0.2379087229,0.1283412315,0.3919107654,-0.5277963347
35,0.2552,0.258,0.2274,0.2594,-0.0246620542,-0.0066946526,-0.2081839462,0.2475451999,-0.0250948627,-0.0071274611,-0.2086167548,0.2471123914
