pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439174869,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1925745905
3,0,0,1,0,,,1.9285118944,,,,1.9267916698,
4,0.2019077901,0.1685214626,0.4976152623,0.1319554849,-0.3625938086,-0.6211333757,0.9216145345,-0.7275819604,-0.3643140332,-0.6228536003,0.9198943099,-0.729302185
5,0.247217806,0.4038155803,0.1852146264,0.1637519873,-0.0705077252,0.6396308566,-0.5042181678,-0.4161208645,-0.0722279498,0.6379106319,-0.5059383924,-0.4178410891
6,0.1001589825,0.2877583466,0.4523052464,0.1597774245,-1.3739985718,0.1507920569,0.7838805298,-0.4515697005,-1.3757187964,0.1490718323,0.7821603052,-0.4532899252
7,0.1844197138,0.2821939587,0.3990461049,0.1343402226,-0.4932975002,0.1226213842,0.6031392415,-0.7017419554,-0.4950177248,0.1209011596,0.6014190169,-0.70346218
8,0.2289348172,0.3330683625,0.2448330684,0.193163752,-0.1813534939,0.3617526035,-0.1016177718,-0.1778088881,-0.1830737185,0.3600323789,-0.1033379964,-0.1795291127
9,0.1089030207,0.3656597774,0.3966613672,0.1287758347,-1.2532464124,0.4964362207,0.5944916929,-0.7627713888,-1.254966637,0.4947159961,0.5927714683,-0.7644916134
10,0.2217806041,0.279809221,0.3275039746,0.1709062003,-0.2271571835,0.1103777884,0.3180962147,-0.3544285421,-0.2288774081,0.1086575638,0.3163759901,-0.3561487667
11,0.2392686804,0.2893481717,0.220190779,0.2511923688,-0.1176588186,0.15874081,-0.2546621464,0.2011593565,-0.1193790432,0.1570205854,-0.256382371,0.1994391318
12,0.1383147854,0.3306836248,0.3942766296,0.1367249603,-0.9083349995,0.3513858879,0.5857919979,-0.676356637,-0.9100552241,0.3496656633,0.5840717733,-0.6780768616
13,0.2114467409,0.2766295707,0.36645469,0.1454689984,-0.2959960598,0.0938896656,0.480218628,-0.5869215534,-0.2977162844,0.092169441,0.4784984034,-0.588641778
14,0.2384737679,0.2718600954,0.2448330684,0.2448330684,-0.1224598048,0.0687986847,-0.1016177718,0.164165149,-0.1241800294,0.0670784601,-0.1033379964,0.1624449244
15,0.1351351351,0.2941176471,0.4379968203,0.1327503975,-0.9418875592,0.1823276303,0.7375041961,-0.7189170992,-0.9436077838,0.1806074057,0.7357839715,-0.7206373239
16,0.2186009539,0.2845786963,0.3473767886,0.1494435612,-0.2479906869,0.134761947,0.403085157,-0.54803254,-0.2497109115,0.1330417224,0.4013649324,-0.5497527647
17,0.2384737679,0.26709062,0.2488076312,0.2456279809,-0.1224598048,0.0432635926,-0.0783854655,0.1688416362,-0.1241800294,0.041543368,-0.0801056901,0.1671214116
18,0.1311605723,0.3362480127,0.3942766296,0.1383147854,-0.9849562811,0.3754600229,0.5857919979,-0.6596778959,-0.9866765057,0.3737397983,0.5840717733,-0.6613981205
19,0.2058823529,0.3004769475,0.3282988871,0.1653418124,-0.3344702076,0.213188594,0.321593659,-0.4021816736,-0.3361904323,0.2114683694,0.3198734343,-0.4039018982
20,0.2305246423,0.252782194,0.2519872814,0.2647058824,-0.1713694053,-0.0361708749,-0.0600652823,0.2767569754,-0.1730896299,-0.0378910995,-0.0617855069,0.2750367507
21,0.1192368839,0.3728139905,0.373608903,0.1343402226,-1.1224598048,0.5243902823,0.5081126341,-0.7017419554,-1.1241800294,0.5226700577,0.5063924095,-0.70346218
22,0.1971383148,0.3020667727,0.3370429253,0.1637519873,-0.3970821849,0.2208017781,0.3595161421,-0.4161208645,-0.3988024096,0.2190815535,0.3577959175,-0.4178410891
23,0.2273449921,0.2742448331,0.2519872814,0.2464228935,-0.1914071586,0.0813987215,-0.0600652823,0.1735030136,-0.1931273832,0.0796784968,-0.0617855069,0.1717827889
24,0.1073131955,0.3648648649,0.3926868045,0.1351351351,-1.2744628983,0.4932965132,0.5799629191,-0.6932304556,-1.2761831229,0.4915762886,0.5782426945,-0.6949506802
25,0.1987281399,0.3108108108,0.3449920509,0.1454689984,-0.3854942107,0.2619709671,0.39314692,-0.5869215534,-0.3872144353,0.2602507425,0.3914266954,-0.588641778
26,0.2313195548,0.2488076312,0.2456279809,0.2742448331,-0.1664031524,-0.0590349833,-0.0969412846,0.3278311599,-0.168123377,-0.0607552079,-0.0986615092,0.3261109353
27,0.1096979332,0.353736089,0.3879173291,0.1486486486,-1.2427540386,0.4486076956,0.5623330251,-0.5557269318,-1.2444742632,0.446887471,0.5606128005,-0.5574471564
28,0.1971383148,0.2917329094,0.3378378378,0.173290938,-0.3970821849,0.1705824226,0.3629147186,-0.3344370669,-0.3988024096,0.168862198,0.361194494,-0.3361572916
29,0.213036566,0.2782193959,0.2392686804,0.2694753577,-0.2851893049,0.1021572816,-0.1347846357,0.3025200714,-0.2869095295,0.100437057,-0.1365048603,0.3007998468
30,0.1025437202,0.3577106518,0.406200318,0.13354531,-1.3400512399,0.464727361,0.6287751685,-0.7103039689,-1.3417714645,0.4630071364,0.6270549439,-0.7120241936
31,0.1987281399,0.3084260731,0.3314785374,0.1613672496,-0.3854942107,0.250859012,0.335499261,-0.4372854745,-0.3872144353,0.2491387874,0.3337790364,-0.4390056991
32,0.2408585056,0.26709062,0.2456279809,0.2464228935,-0.1081045119,0.0432635926,-0.0969412846,0.1735030136,-0.1098247365,0.041543368,-0.0986615092,0.1717827889
33,0.1081081081,0.3600953895,0.3903020668,0.1414944356,-1.2638156541,0.4743134098,0.5711749019,-0.6268879608,-1.2655358787,0.4725931852,0.5694546772,-0.6286081854
34,0.1899841017,0.319554849,0.346581876,0.1438791733,-0.4504116873,0.301997861,0.3997800123,-0.6027755046,-0.452131912,0.3002776364,0.3980597877,-0.6044957292
35,0.2344992051,0.2726550079,0.2448330684,0.2480127186,-0.1467073511,0.073010936,-0.1016177718,0.1827808271,-0.1484275757,0.0712907113,-0.1033379964,0.1810606025
