pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439575543,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1926146579
3,0,0,1,0,,,1.9285118944,,,,1.9268317371,
4,0.2119565217,0.1327639752,0.501552795,0.1537267081,-0.2925220256,-0.9652019866,0.932985371,-0.5072654429,-0.2942021829,-0.9668821438,0.9313052137,-0.5089456001
5,0.2678571429,0.4285714286,0.1630434783,0.1405279503,0.0451733851,0.7254699553,-0.688159466,-0.6367761759,0.0434932278,0.7237897981,-0.6898396233,-0.6384563331
6,0.1754658385,0.2476708075,0.3610248447,0.2158385093,-0.5651002041,-0.0656418877,0.4586819223,-0.0176809902,-0.5667803614,-0.067322045,0.457001765,-0.0193611475
7,0.2507763975,0.2127329193,0.3742236025,0.1622670807,-0.0498888119,-0.2850224185,0.5104843525,-0.4292629309,-0.0515689691,-0.2867025758,0.5088041953,-0.4309430881
8,0.2810559006,0.3260869565,0.200310559,0.1925465839,0.1145667205,0.3311910162,-0.3911777283,-0.1824257526,0.1128865633,0.3295108589,-0.3928578855,-0.1841059098
9,0.198757764,0.3066770186,0.3121118012,0.1824534161,-0.3852791666,0.2426543416,0.2486467075,-0.2601051164,-0.3869593238,0.2409741843,0.2469665502,-0.2617852737
10,0.2562111801,0.2406832298,0.3284161491,0.174689441,-0.0189569523,-0.1069300962,0.3221088694,-0.3228408717,-0.0206371096,-0.1086102534,0.3204287122,-0.324521029
11,0.2647515528,0.2787267081,0.2204968944,0.2360248447,0.0283487625,0.1047855324,-0.2526578642,0.1113054505,0.0266686052,0.1031053751,-0.2543380215,0.1096252932
12,0.2142857143,0.2810559006,0.3027950311,0.201863354,-0.2767547098,0.1167913856,0.2049253301,-0.1142542499,-0.2784348671,0.1151112284,0.2032451728,-0.1159344072
13,0.2585403727,0.2375776398,0.3649068323,0.1389751553,-0.0059007995,-0.1256666588,0.4741119629,-0.6528062857,-0.0075809568,-0.127346816,0.4724318056,-0.654486443
14,0.2779503106,0.2313664596,0.2531055901,0.2375776398,0.0985366107,-0.163885981,-0.0536768295,0.1207657797,0.0968564534,-0.1655661383,-0.0553569867,0.1190856225
15,0.1785714286,0.2857142857,0.3447204969,0.1909937888,-0.5397891156,0.1405074546,0.3920108827,-0.1941075576,-0.5414692729,0.1388272973,0.3903307254,-0.1957877149
16,0.2251552795,0.2600931677,0.350931677,0.1638198758,-0.2053700765,0.0049627839,0.4177739787,-0.4155228742,-0.2070502338,0.0032826266,0.4160938214,-0.4172030315
17,0.3004658385,0.2639751553,0.2313664596,0.2041925466,0.2109105896,0.0263364347,-0.1832364632,-0.0977030737,0.2092304323,0.0246562774,-0.1849166205,-0.0993832309
18,0.1871118012,0.3051242236,0.325310559,0.1824534161,-0.4723898303,0.2353310008,0.30840145,-0.2601051164,-0.4740699876,0.2336508435,0.3067212927,-0.2617852737
19,0.2414596273,0.2670807453,0.323757764,0.1677018634,-0.1045083964,0.0432102533,0.3014985897,-0.3817345608,-0.1061885537,0.041530096,0.2998184325,-0.3834147181
