pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.945204903,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1938620066
3,0,0,1,0,,,1.9285118944,,,,1.9280790859,
4,0.1886,0.142,0.5274,0.142,-0.4609607073,-0.8681747885,1.0054813707,-0.62174235,-0.4613935158,-0.868607597,1.0050485622,-0.6221751585
5,0.2588,0.4308,0.1728,0.1376,-0.004452766,0.7329525317,-0.604312983,-0.6671528097,-0.0048855745,0.7325197231,-0.6047457915,-0.6675856182
6,0.139,0.2678,0.4008,0.1924,-0.9012055004,0.0470902424,0.6094663081,-0.1835244806,-0.9016383089,0.0466574339,0.6090334995,-0.1839572891
7,0.2278,0.248,0.3706,0.1536,-0.1885226363,-0.0637255976,0.4964466809,-0.5084550637,-0.1889554448,-0.0641584061,0.4960138724,-0.5088878722
8,0.2664,0.3276,0.2102,0.1958,0.0373036991,0.3378696388,-0.3216535312,-0.1582525148,0.0368708906,0.3374368302,-0.3220863397,-0.1586853233
9,0.1606,0.3252,0.3552,0.159,-0.6928184905,0.3272615392,0.4352153812,-0.4586065142,-0.693251299,0.3268287307,0.4347825727,-0.4590393227
10,0.2276,0.269,0.341,0.1624,-0.1897898257,0.0535404546,0.3763555388,-0.4280816472,-0.1902226342,0.053107646,0.3759227303,-0.4285144557
11,0.2534,0.3014,0.2114,0.2338,-0.0348738589,0.2176136987,-0.3134408238,0.0976416501,-0.0353066674,0.2171808902,-0.3138736323,0.0972088416
12,0.1698,0.3056,0.3508,0.1738,-0.6124539244,0.2375788252,0.4172325473,-0.3302051976,-0.612886733,0.2371460166,0.4167997388,-0.3306380061
13,0.2538,0.2504,0.3518,0.144,-0.0325983142,-0.049831156,0.4213392823,-0.6015644681,-0.0330311227,-0.0502639645,0.4209064738,-0.6019972766
14,0.27,0.257,0.2438,0.2292,0.0566690239,-0.0122973588,-0.1077180745,0.0689737644,0.0562362154,-0.0127301673,-0.108150883,0.0685409559
15,0.1694,0.3024,0.3744,0.1538,-0.6158565087,0.2223924213,0.5111642344,-0.5065777764,-0.6162893172,0.2219596128,0.5107314259,-0.5070105849
16,0.2376,0.2672,0.3452,0.15,-0.1277555472,0.0438542896,0.394016264,-0.542670779,-0.1281883557,0.0434214811,0.3935834555,-0.5431035875
17,0.256,0.2698,0.2416,0.2326,-0.0201465731,0.0578246301,-0.1207957458,0.0902178171,-0.0205793816,0.0573918216,-0.1212285543,0.0897850086
18,0.1664,0.3026,0.36,0.171,-0.6416349499,0.2233462693,0.4545807061,-0.3536369546,-0.6420677584,0.2229134608,0.4541478976,-0.3540697631
19,0.2414,0.2674,0.3382,0.153,-0.1048647072,0.0449337472,0.3644604593,-0.5141016268,-0.1052975158,0.0445009387,0.3640276508,-0.5145344353
20,0.2648,0.2592,0.2236,0.2524,0.0286127388,0,-0.2324960123,0.2080786306,0.0281799303,-0.0004328085,-0.2329288208,0.2076458221
21,0.1504,0.3194,0.3598,0.1704,-0.7874858163,0.3012985945,0.4537789861,-0.3587079442,-0.7879186248,0.300865786,0.4533461776,-0.3591407527
22,0.2232,0.2896,0.3388,0.1484,-0.2179533562,0.1599958842,0.3670176742,-0.5581421878,-0.2183861647,0.1595630757,0.3665848657,-0.5585749963
23,0.255,0.2752,0.2216,0.2482,-0.0257931363,0.0864147518,-0.2454583191,0.1838698357,-0.0262259448,0.0859819433,-0.2458911276,0.1834370272
24,0.1372,0.3106,0.3758,0.1764,-0.9200099018,0.2609921115,0.5165488663,-0.3087827188,-0.9204427103,0.260559303,0.5161160578,-0.3092155273
25,0.2188,0.2912,0.3362,0.1538,-0.2466776452,0.1679446373,0.3559035241,-0.5065777764,-0.2471104537,0.1675118288,0.3554707156,-0.5070105849
26,0.2512,0.2548,0.2266,0.2674,-0.0474539191,-0.0247004406,-0.2132683393,0.2913661857,-0.0478867276,-0.0251332491,-0.2137011478,0.2909333772
27,0.1378,0.3198,0.3614,0.181,-0.9137144953,0.3031042206,0.4601803057,-0.2716435824,-0.9141473038,0.3026714121,0.4597474972,-0.2720763909
28,0.2226,0.292,0.3316,0.1538,-0.2218367907,0.1719026509,0.3360278064,-0.5065777764,-0.2222695992,0.1714698424,0.3355949978,-0.5070105849
29,0.2456,0.2584,0.2242,0.2718,-0.0799798226,-0.0044596482,-0.2286299223,0.3149121764,-0.0804126311,-0.0048924567,-0.2290627308,0.3144793679
30,0.141,0.326,0.363,0.17,-0.8805952207,0.3308062462,0.4665533477,-0.3620985334,-0.8810280292,0.3303734377,0.4661205392,-0.3625313419
31,0.2116,0.2904,0.342,0.156,-0.2949507559,0.1639757351,0.3805801246,-0.4860872506,-0.2953835644,0.1635429266,0.3801473161,-0.4865200592
32,0.2512,0.2628,0.2294,0.2566,-0.0474539191,0.0198995574,-0.1955508091,0.2318878907,-0.0478867276,0.0194667489,-0.1959836176,0.2314550822
33,0.1428,0.3258,0.3646,0.1668,-0.862294404,0.3299208856,0.4728983609,-0.3895139909,-0.8627272125,0.3294880771,0.4724655524,-0.3899467995
34,0.2158,0.2846,0.3454,0.1542,-0.2665955185,0.1348699436,0.3948518824,-0.5028305145,-0.267028327,0.1344371351,0.3944190739,-0.503263323
35,0.2604,0.254,0.2228,0.2628,0.0044390652,-0.0292372212,-0.2376669678,0.2663319959,0.0040062567,-0.0296700297,-0.2380997763,0.2658991874
