pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439174869,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1925745905
3,0,0,1,0,,,1.9285118944,,,,1.9267916698,
4,0.1995230525,0.1581875994,0.5015898251,0.1406995231,-0.3797349414,-0.7124292097,0.9330918825,-0.6350158416,-0.381455166,-0.7141494343,0.9313716579,-0.6367360662
5,0.2448330684,0.4014308426,0.193163752,0.160572337,-0.0844919546,0.6310857474,-0.4435918089,-0.444409909,-0.0862121792,0.6293655228,-0.4453120335,-0.4461301336
6,0.1033386328,0.2790143084,0.4610492846,0.1565977742,-1.3289106823,0.1062733901,0.8115047776,-0.4805695723,-1.3306309069,0.1045531655,0.8097845529,-0.4822897969
7,0.200317965,0.2750397456,0.3958664547,0.1287758347,-0.3739985718,0.0855743974,0.5915976196,-0.7627713888,-0.3757187964,0.0838541728,0.589877395,-0.7644916134
8,0.2408585056,0.3314785374,0.2321144674,0.1955484897,-0.1081045119,0.3548497432,-0.1785797536,-0.1601068864,-0.1098247365,0.3531295186,-0.1802999782,-0.161827111
9,0.1033386328,0.3640699523,0.4030206677,0.1295707472,-1.3289106823,0.4901499579,0.6174376245,-0.7538932375,-1.3306309069,0.4884297333,0.6157173999,-0.7556134621
10,0.2154213037,0.2853736089,0.3251192369,0.1740858506,-0.269129454,0.1387862036,0.3075527205,-0.3278343321,-0.2708496786,0.137065979,0.3058324959,-0.3295545567
11,0.2440381558,0.2925278219,0.2225755167,0.2408585056,-0.08918365,0.1745081258,-0.2391212955,0.1405525918,-0.0909038746,0.1727879012,-0.2408415201,0.1388323671
12,0.1240063593,0.346581876,0.3879173291,0.1414944356,-1.0658762765,0.4191304946,0.5623330251,-0.6268879608,-1.0675965011,0.41741027,0.5606128005,-0.6286081854
13,0.2122416534,0.2734499205,0.3696343402,0.1446740859,-0.2905825636,0.0772109245,0.4926825935,-0.5948267515,-0.2923027883,0.0754906999,0.4909623689,-0.5965469761
14,0.2567567568,0.2662957075,0.2408585056,0.2360890302,-0.0158881406,0.0389634551,-0.125230329,0.1116977291,-0.0176083652,0.0372432305,-0.1269505536,0.1099775045
15,0.1287758347,0.2972972973,0.4395866455,0.1343402226,-1.0114284924,0.1978406297,0.7427313578,-0.7017419554,-1.0131487171,0.1961204051,0.7410111332,-0.70346218
16,0.2162162162,0.2917329094,0.3402225755,0.1518282989,-0.2638156541,0.1705824226,0.3730626739,-0.5251925637,-0.2655358787,0.168862198,0.3713424493,-0.5269127883
17,0.2416534181,0.2551669316,0.2503974563,0.252782194,-0.1033509819,-0.0226243431,-0.0691962941,0.2102615636,-0.1050712065,-0.0243445677,-0.0709165187,0.208541339
18,0.1224165342,0.3378378378,0.406200318,0.13354531,-1.0844919546,0.3822652008,0.6287751685,-0.7103039689,-1.0862121792,0.3805449762,0.6270549439,-0.7120241936
19,0.2034976153,0.3076311606,0.3298887122,0.1589825119,-0.3512784953,0.2471359259,0.3285632138,-0.4587652019,-0.3529987199,0.2454157013,0.3268429892,-0.4604854266
20,0.2297297297,0.2591414944,0.2511923688,0.259936407,-0.1763528128,-0.000325676,-0.0646235643,0.2505254338,-0.1780730374,-0.0020459006,-0.0663437889,0.2488052092
21,0.1216216216,0.3593004769,0.3895071542,0.1295707472,-1.0938906526,0.4711251322,0.5682336265,-0.7538932375,-1.0956108772,0.4694049076,0.5665134019,-0.7556134621
22,0.1939586645,0.299682035,0.3513513514,0.1550079491,-0.4205411578,0.2093668831,0.4194982469,-0.495291078,-0.4222613824,0.2076466584,0.4177780223,-0.4970113026
23,0.2193958665,0.2718600954,0.2503974563,0.2583465819,-0.2427540386,0.0687986847,-0.0691962941,0.2416745162,-0.2444742632,0.0670784601,-0.0709165187,0.2399542916
24,0.1120826709,0.3640699523,0.3823529412,0.1414944356,-1.2117271429,0.4901499579,0.5414887713,-0.6268879608,-1.2134473675,0.4884297333,0.5397685467,-0.6286081854
25,0.1987281399,0.3171701113,0.3441971383,0.1399046105,-0.3854942107,0.291191106,0.3898189023,-0.6431897731,-0.3872144353,0.2894708814,0.3880986777,-0.6449099977
26,0.2321144674,0.252782194,0.2416534181,0.2734499205,-0.1614539364,-0.0361708749,-0.120476799,0.323643363,-0.1631741611,-0.0378910995,-0.1221970236,0.3219231384
27,0.1096979332,0.3545310016,0.3926868045,0.1430842607,-1.2427540386,0.4518460697,0.5799629191,-0.6107682954,-1.2444742632,0.4501258451,0.5782426945,-0.61248852
28,0.1947535771,0.2980922099,0.3473767886,0.1597774245,-0.4146405563,0.2016929552,0.403085157,-0.4515697005,-0.4163607809,0.1999727306,0.4013649324,-0.4532899252
29,0.2186009539,0.2837837838,0.2392686804,0.2583465819,-0.2479906869,0.1307264338,-0.1347846357,0.2416745162,-0.2497109115,0.1290062092,-0.1365048603,0.2399542916
30,0.09936407,0.3569157393,0.4141494436,0.1295707472,-1.3854942107,0.4615178045,0.6567352498,-0.7538932375,-1.3872144353,0.4597975799,0.6550150252,-0.7556134621
31,0.1963434022,0.3116057234,0.3306836248,0.1613672496,-0.4029112637,0.2656560139,0.3320354057,-0.4372854745,-0.4046314884,0.2639357893,0.3303151811,-0.4390056991
32,0.2265500795,0.2766295707,0.2408585056,0.2559618442,-0.1964603863,0.0938896656,-0.125230329,0.2282954864,-0.1981806109,0.092169441,-0.1269505536,0.2265752618
33,0.1120826709,0.3608903021,0.3974562798,0.1295707472,-1.2117271429,0.4774946571,0.5973799722,-0.7538932375,-1.2134473675,0.4757744325,0.5956597476,-0.7556134621
34,0.1788553259,0.3259141494,0.3481717011,0.1470588235,-0.5374973041,0.3304262693,0.4063827471,-0.5712399312,-0.5392175287,0.3287060447,0.4046625225,-0.5729601558
35,0.2225755167,0.2623211447,0.2440381558,0.2710651828,-0.2219954784,0.017268384,-0.1063094671,0.3110065373,-0.223715703,0.0155481594,-0.1080296917,0.3092863127
