pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.9439575543,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1926146579
3,0,0,1,0,,,1.9285118944,,,,1.9268317371,
4,0.2080745342,0.1420807453,0.4976708075,0.152173913,-0.3191899761,-0.8673546632,0.9217755629,-0.5219122188,-0.3208701334,-0.8690348204,0.9200954057,-0.5235923761
5,0.275621118,0.4200310559,0.1669254658,0.1374223602,0.0863960478,0.6964302824,-0.6542121341,-0.6690165129,0.0847158906,0.6947501251,-0.6558922914,-0.6706966701
6,0.1840062112,0.2430124224,0.3517080745,0.2212732919,-0.4965359177,-0.0930356545,0.4209622563,0.0181960461,-0.4982160749,-0.0947158118,0.4192820991,0.0165158888
7,0.248447205,0.2189440994,0.3742236025,0.1583850932,-0.0633510717,-0.2435031491,0.5104843525,-0.464196721,-0.0650312289,-0.2451833063,0.5088041953,-0.4658768782
8,0.2810559006,0.3074534161,0.2088509317,0.2026397516,0.1145667205,0.2463021186,-0.3309426211,-0.1087160664,0.1128865633,0.2446219614,-0.3326227784,-0.1103962237
9,0.201863354,0.2958074534,0.3152173913,0.1871118012,-0.3629113535,0.190592686,0.2629309335,-0.2237327267,-0.3645915108,0.1889125288,0.2612507762,-0.225412884
10,0.2577639752,0.2368012422,0.3299689441,0.1754658385,-0.0102397352,-0.130389069,0.3289140473,-0.3164431005,-0.0119198925,-0.1320692263,0.3272338901,-0.3181232578
11,0.277173913,0.272515528,0.2173913043,0.2329192547,0.0945010975,0.0722727189,-0.2731219668,0.0921966275,0.0928209402,0.0705925616,-0.274802124,0.0905164703
12,0.2166149068,0.277173913,0.3043478261,0.201863354,-0.2611578547,0.0967257626,0.2123048604,-0.1142542499,-0.262838012,0.0950456053,0.2106247031,-0.1159344072
13,0.2647515528,0.2368012422,0.3462732919,0.152173913,0.0283487625,-0.130389069,0.3984949162,-0.5219122188,0.0266686052,-0.1320692263,0.396814759,-0.5235923761
14,0.2616459627,0.2476708075,0.2531055901,0.2375776398,0.0113256146,-0.0656418877,-0.0536768295,0.1207657797,0.0096454573,-0.067322045,-0.0553569867,0.1190856225
15,0.1770186335,0.277173913,0.347826087,0.1979813665,-0.5523891524,0.0967257626,0.4049499384,-0.1422686261,-0.5540693097,0.0950456053,0.4032697811,-0.1439487834
16,0.2368012422,0.2608695652,0.3454968944,0.1568322981,-0.1326137341,0.0092629213,0.3952565422,-0.4784105802,-0.1342938914,0.0075827641,0.3935763849,-0.4800907375
17,0.3027950311,0.2694099379,0.2313664596,0.1964285714,0.2220511472,0.0557373511,-0.1832364632,-0.1536284883,0.2203709899,0.0540571939,-0.1849166205,-0.1553086455
18,0.1933229814,0.2903726708,0.3136645963,0.2026397516,-0.4252772345,0.1638399584,0.2558064991,-0.1087160664,-0.4269573918,0.1621598012,0.2541263418,-0.1103962237
19,0.2430124224,0.2670807453,0.323757764,0.1661490683,-0.0952603196,0.0432102533,0.3014985897,-0.3951550766,-0.0969404769,0.041530096,0.2998184325,-0.3968352338
