pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.945204903,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1938620066
3,0,0,1,0,,,1.9285118944,,,,1.9280790859,
4,0.2014,0.1444,0.5156,0.1386,-0.3662267,-0.843994976,0.9728360632,-0.6567060223,-0.3666595085,-0.8444277845,0.9724032547,-0.6571388308
5,0.2566,0.4356,0.1704,0.1374,-0.0167692129,0.7489382358,-0.6244908649,-0.6692512756,-0.0172020214,0.7485054273,-0.6249236734,-0.6696840841
6,0.1328,0.2638,0.4084,0.195,-0.9670352367,0.0253788464,0.6365666657,-0.1641591558,-0.9674680452,0.0249460379,0.6361338572,-0.1645919643
7,0.2298,0.2462,0.3722,0.1518,-0.1759115854,-0.0742349564,0.5026618549,-0.525461489,-0.1763443939,-0.0746677649,0.5022290464,-0.5258942975
8,0.2532,0.3264,0.2242,0.1962,-0.0360129786,0.3325753391,-0.2286299223,-0.1553082382,-0.0364457871,0.3321425306,-0.2290627308,-0.1557410467
9,0.1608,0.3144,0.356,0.1688,-0.6910229768,0.2785354994,0.4384610407,-0.3723183757,-0.6914557853,0.2781026909,0.4380282322,-0.3727511842
10,0.2306,0.2684,0.3378,0.1632,-0.1708978703,0.0503189533,0.3627531277,-0.4209922224,-0.1713306789,0.0498861448,0.3623203192,-0.4214250309
11,0.2492,0.306,0.2072,0.2376,-0.058986315,0.2394659347,-0.3423921974,0.1209015564,-0.0594191235,0.2390331262,-0.342825006,0.1204687479
12,0.162,0.308,0.361,0.169,-0.6802965702,0.2488646327,0.4585826366,-0.3706100332,-0.6807293787,0.2484318242,0.4581498281,-0.3710428417
13,0.2424,0.2378,0.3644,0.1554,-0.0989006845,-0.1243170031,0.4721067587,-0.491646776,-0.099333493,-0.1247498117,0.4716739502,-0.4920795845
14,0.267,0.2538,0.2446,0.2346,0.0405493586,-0.030373649,-0.1029917966,0.1025697336,0.0401165501,-0.0308064576,-0.1034246051,0.1021369251
15,0.1682,0.2918,0.3852,0.1548,-0.6261126777,0.170914165,0.5521915027,-0.4972278082,-0.6265454863,0.1704813565,0.5517586942,-0.4976606168
16,0.2358,0.2616,0.3576,0.145,-0.138726665,0.0132968226,0.444930536,-0.5915803795,-0.1391594735,0.0128640141,0.4444977275,-0.592013188
17,0.2592,0.2714,0.2344,0.235,-0.0022246651,0.0663550025,-0.1644436307,0.1050274771,-0.0026574736,0.065922194,-0.1648764392,0.1045946686
18,0.1612,0.3136,0.3582,0.167,-0.6874386395,0.2748598412,0.4473491369,-0.387785177,-0.687871448,0.2744270327,0.4469163283,-0.3882179855
19,0.2362,0.2734,0.33,0.1604,-0.1362814186,0.0769475247,0.329049824,-0.4459591379,-0.1367142271,0.0765147162,0.3286170155,-0.4463919464
20,0.2636,0.2654,0.2258,0.2452,0.022059987,0.0341026525,-0.2183707144,0.1663256993,0.0216271785,0.033669844,-0.2188035229,0.1658928908
21,0.1418,0.3232,0.3686,0.1664,-0.8724328508,0.3183614799,0.4886398705,-0.3929778462,-0.8728656593,0.3179286714,0.488207062,-0.3934106548
22,0.2222,0.292,0.3354,0.1504,-0.2244315666,0.1719026509,0.3524664884,-0.5388287127,-0.2248643751,0.1714698424,0.3520336799,-0.5392615212
23,0.247,0.2688,0.2302,0.254,-0.0717793415,0.0524674199,-0.190528367,0.2171952173,-0.07221215,0.0520346114,-0.1909611755,0.2167624088
24,0.1418,0.3122,0.3748,0.1712,-0.8724328508,0.2684048191,0.5127047525,-0.351950578,-0.8728656593,0.2679720106,0.512271944,-0.3523833865
25,0.22,0.2902,0.3316,0.1582,-0.2387868596,0.1629818012,0.3360278064,-0.4658836799,-0.2392196681,0.1625489927,0.3355949978,-0.4663164884
26,0.2366,0.2668,0.2314,0.2652,-0.1338403097,0.0416929483,-0.183027336,0.2794474957,-0.1342731182,0.0412601398,-0.1834601445,0.2790146872
27,0.1384,0.3228,0.362,0.1768,-0.9074464404,0.3165748604,0.4625734968,-0.305515005,-0.9078792489,0.3161420519,0.4621406883,-0.3059478135
28,0.2162,0.2862,0.3376,0.16,-0.2639238603,0.1429579538,0.3618987036,-0.4495613746,-0.2643566688,0.1425251453,0.3614658951,-0.4499941831
29,0.2472,0.257,0.2276,0.2682,-0.0706116401,-0.0122973588,-0.2069156428,0.2956759575,-0.0710444486,-0.0127301673,-0.2073484513,0.295243149
30,0.1432,0.333,0.354,0.1698,-0.8582588907,0.3614564591,0.4303331598,-0.3637968208,-0.8586916992,0.3610236506,0.4299003513,-0.3642296293
31,0.2072,0.2888,0.3486,0.1554,-0.3252663803,0.156005024,0.408156369,-0.491646776,-0.3256991888,0.1555722155,0.4077235605,-0.4920795845
32,0.248,0.262,0.2284,0.2616,-0.0659502627,0.0155010935,-0.2018535498,0.2597292611,-0.0663830712,0.015068285,-0.2022863583,0.2592964526
33,0.1392,0.322,0.3622,0.1766,-0.8991311722,0.3129949701,0.4633703458,-0.3071479367,-0.8995639807,0.3125621616,0.4629375373,-0.3075807453
34,0.2086,0.2812,0.3574,0.1528,-0.3155512255,0.1175308762,0.4441234339,-0.5159887364,-0.315984034,0.1170980677,0.4436906254,-0.5164215449
35,0.2446,0.2574,0.2362,0.2618,-0.0858659795,-0.0100536647,-0.1534072357,0.2608318176,-0.086298788,-0.0104864732,-0.1538400442,0.260399009
