pos,freqA,freqC,freqG,freqT,relWeightA,relWeightC,relWeightG,relWeightT,correctedRelWeightA,correctedRelWeightC,correctedRelWeightG,correctedRelWeightT
1,1,0,0,0,1.9456377116,,,,1.945204903,,,
2,0,0,0,1,,,,2.1942948152,,,,2.1938620066
3,0,0,1,0,,,1.9285118944,,,,1.9280790859,
4,0.1978,0.155,0.513,0.1342,-0.3922479572,-0.7417975027,0.9655426254,-0.7032486082,-0.3926807658,-0.7422303112,0.9651098168,-0.7036814167
5,0.2568,0.4314,0.1758,0.136,-0.0156451809,0.7349604583,-0.57948113,-0.6840266283,-0.0160779894,0.7345276498,-0.5799139385,-0.6844594368
6,0.1298,0.262,0.4092,0.199,-1,0.0155010935,0.6393899446,-0.134864849,-1.0004328085,0.015068285,0.6389571361,-0.1352976575
7,0.2264,0.2506,0.374,0.149,-0.1974164252,-0.0486793036,0.5096220696,-0.552320949,-0.1978492337,-0.0491121121,0.5091892611,-0.5527537576
8,0.264,0.3278,0.21,0.1982,0.0242475462,0.3387501362,-0.3230268726,-0.1406763172,0.0238147377,0.3383173277,-0.3234596811,-0.1411091257
9,0.1604,0.3214,0.3566,0.1616,-0.6946162415,0.3103042108,0.4408905025,-0.4352060816,-0.6950490501,0.3098714023,0.440457694,-0.4356388901
10,0.2256,0.2734,0.3332,0.1678,-0.2025233156,0.0769475247,0.3429722002,-0.3808905639,-0.2029561241,0.0765147162,0.3425393917,-0.3813233725
11,0.2546,0.3022,0.2124,0.2308,-0.0280579641,0.2214379423,-0.3066324343,0.0790099443,-0.0284907726,0.2210051338,-0.3070652428,0.0785771357
12,0.1684,0.3118,0.3492,0.1706,-0.6243982449,0.2665552098,0.4106373585,-0.3570156331,-0.6248310534,0.2661224013,0.41020455,-0.3574484416
13,0.2498,0.2358,0.362,0.1524,-0.0555169064,-0.1365019999,0.4625734968,-0.5197703769,-0.0559497149,-0.1369348084,0.4621406883,-0.5202031854
14,0.2612,0.257,0.2472,0.2346,0.0088645135,-0.0122973588,-0.0877374572,0.1025697336,0.008431705,-0.0127301673,-0.0881702657,0.1021369251
15,0.1614,0.299,0.3796,0.16,-0.6856498047,0.2060797662,0.5310637919,-0.4495613746,-0.6860826132,0.2056469577,0.5306309834,-0.4499941831
16,0.2328,0.2762,0.3514,0.1396,-0.1571993251,0.0916476014,0.4196979909,-0.6463343382,-0.1576321336,0.0912147929,0.4192651824,-0.6467671467
17,0.2644,0.267,0.239,0.2296,0.0264317935,0.0427740237,-0.1364055823,0.0714893623,0.025998985,0.0423412152,-0.1368383908,0.0710565538
18,0.1722,0.313,0.3432,0.1716,-0.5922052406,0.2720969389,0.3856333524,-0.3485837269,-0.5926380491,0.2716641304,0.3852005439,-0.3490165354
19,0.2378,0.2782,0.3282,0.1558,-0.1265416683,0.1020567017,0.3211590384,-0.4879380463,-0.1269744768,0.1016238931,0.3207262299,-0.4883708548
20,0.2634,0.2624,0.2252,0.249,0.0209649623,0.0177020017,-0.2222093731,0.1885124626,0.0205321537,0.0172691932,-0.2226421816,0.1880796541
21,0.1462,0.3304,0.3606,0.1628,-0.828347072,0.3501479685,0.4569831963,-0.4245325801,-0.8287798806,0.34971516,0.4565503878,-0.4249653886
22,0.2234,0.2842,0.3396,0.1528,-0.2166611975,0.1328408364,0.3704202584,-0.5159887364,-0.217094006,0.1324080278,0.3699874499,-0.5164215449
23,0.2484,0.269,0.2266,0.256,-0.0636252098,0.0535404546,-0.2132683393,0.2285105305,-0.0640580183,0.053107646,-0.2137011478,0.228077722
24,0.1426,0.313,0.3718,0.1726,-0.8643164016,0.2720969389,0.5011105698,-0.3402008152,-0.8647492101,0.2716641304,0.5006777613,-0.3406336237
25,0.2202,0.2906,0.3352,0.154,-0.2374759144,0.1649689847,0.3516059486,-0.5047029288,-0.2379087229,0.1645361762,0.3511731401,-0.5051357373
26,0.2426,0.262,0.227,0.2684,-0.0977108329,0.0155010935,-0.210723903,0.2967513918,-0.0981436414,0.015068285,-0.2111567115,0.2963185833
27,0.1422,0.326,0.3558,0.176,-0.8683689184,0.3308062462,0.4376503101,-0.3120578509,-0.8688017269,0.3303734377,0.4372175016,-0.3124906594
28,0.2262,0.2816,0.3426,0.1496,-0.198691454,0.1195816158,0.383108951,-0.5465231045,-0.1991242625,0.1191488072,0.3826761424,-0.546955913
29,0.2474,0.259,0.2274,0.2662,-0.069444883,-0.0011136203,-0.2081839462,0.2848772915,-0.0698776915,-0.0015464288,-0.2086167548,0.284444483
30,0.1478,0.3284,0.3518,0.172,-0.8126441139,0.3413884089,0.4213392823,-0.3452247148,-0.8130769224,0.3409556004,0.4209064738,-0.3456575233
31,0.2186,0.2922,0.3354,0.1538,-0.2479969823,0.1728904599,0.3524664884,-0.5065777764,-0.2484297908,0.1724576514,0.3520336799,-0.5070105849
32,0.2386,0.2658,0.2286,0.267,-0.1216963403,0.0362753864,-0.2005907969,0.2892064622,-0.1221291488,0.0358425779,-0.2010236054,0.2887736537
33,0.145,0.3158,0.3716,0.1676,-0.8402374831,0.284945453,0.5003343012,-0.3826111307,-0.8406702916,0.2845126445,0.4999014927,-0.3830439392
34,0.216,0.2852,0.3544,0.1444,-0.2652590709,0.1379082636,0.4319624034,-0.5975625375,-0.2656918795,0.137475455,0.4315295949,-0.597995346
35,0.2564,0.2546,0.2274,0.2616,-0.0178941214,-0.025833299,-0.2081839462,0.2597292611,-0.0183269299,-0.0262661075,-0.2086167548,0.2592964526
